Provinsi,Tahun,Tipe_Inflasi,Bulan,Inflasi
NUSA TENGGARA TIMUR,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
KALIMANTAN BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
KALIMANTAN TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
KALIMANTAN SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
KALIMANTAN TIMUR,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
KALIMANTAN UTARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
SULAWESI UTARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
SULAWESI TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
SULAWESI SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
SULAWESI TENGGARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
GORONTALO,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
SULAWESI BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
MALUKU,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
MALUKU UTARA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
PAPUA BARAT,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
PAPUA BARAT DAYA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
PAPUA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
PAPUA SELATAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
PAPUA TENGAH,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
PAPUA PEGUNUNGAN,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
INDONESIA,2026,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Desember,
ACEH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
SUMATERA UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
SUMATERA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
RIAU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
JAMBI,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
SUMATERA SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
BENGKULU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
LAMPUNG,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
KEPULAUAN BANGKA BELITUNG,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
KEPULAUAN RIAU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
DKI JAKARTA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
JAWA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
JAWA TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
DI YOGYAKARTA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
JAWA TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
BANTEN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
BALI,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
NUSA TENGGARA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
NUSA TENGGARA TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
KALIMANTAN BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
KALIMANTAN TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
KALIMANTAN SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
KALIMANTAN TIMUR,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
KALIMANTAN UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
SULAWESI UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
SULAWESI TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
SULAWESI SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
SULAWESI TENGGARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
GORONTALO,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
SULAWESI BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
MALUKU,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
MALUKU UTARA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
PAPUA BARAT,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
PAPUA BARAT DAYA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
PAPUA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
PAPUA SELATAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
PAPUA TENGAH,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
PAPUA PEGUNUNGAN,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
INDONESIA,2026,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Desember,
ACEH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
SUMATERA UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
SUMATERA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
RIAU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
JAMBI,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
SUMATERA SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
BENGKULU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
LAMPUNG,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
KEP. BANGKA BELITUNG,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
KEP. RIAU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
DKI JAKARTA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
JAWA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
JAWA TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
DI YOGYAKARTA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
JAWA TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
BANTEN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
BALI,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
NUSA TENGGARA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
NUSA TENGGARA TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
KALIMANTAN BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
KALIMANTAN TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
KALIMANTAN SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
KALIMANTAN TIMUR,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
KALIMANTAN UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
SULAWESI UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
SULAWESI TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
SULAWESI SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
SULAWESI TENGGARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
GORONTALO,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
SULAWESI BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
MALUKU,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
MALUKU UTARA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
PAPUA BARAT,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
PAPUA BARAT DAYA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
PAPUA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
PAPUA SELATAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
PAPUA TENGAH,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
PAPUA PEGUNUNGAN,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
INDONESIA,2026,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Desember,
ACEH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
SUMATERA UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
SUMATERA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
RIAU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
JAMBI,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
SUMATERA SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
BENGKULU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
LAMPUNG,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
KEPULAUAN BANGKA BELITUNG,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
KEPULAUAN RIAU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
DKI JAKARTA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
JAWA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
JAWA TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
DI YOGYAKARTA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
JAWA TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
BANTEN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
BALI,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
NUSA TENGGARA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
NUSA TENGGARA TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN TIMUR,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
SULAWESI UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
SULAWESI TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
SULAWESI SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
SULAWESI TENGGARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
GORONTALO,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
SULAWESI BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
MALUKU,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
MALUKU UTARA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
PAPUA BARAT,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
PAPUA BARAT DAYA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
PAPUA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
PAPUA SELATAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
PAPUA TENGAH,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
PAPUA PEGUNUNGAN,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
INDONESIA,2024,Inflasi Bulanan (M-to-M) 38 Provinsi (2022=100),Tahunan,
ACEH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SUMATERA UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SUMATERA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
RIAU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
JAMBI,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SUMATERA SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
BENGKULU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
LAMPUNG,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
KEPULAUAN BANGKA BELITUNG,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
KEPULAUAN RIAU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
DKI JAKARTA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
JAWA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
JAWA TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
DI YOGYAKARTA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
JAWA TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
BANTEN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
BALI,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
NUSA TENGGARA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
NUSA TENGGARA TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN TIMUR,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SULAWESI UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SULAWESI TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SULAWESI SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SULAWESI TENGGARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
GORONTALO,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SULAWESI BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
MALUKU,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
MALUKU UTARA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
PAPUA BARAT,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
PAPUA BARAT DAYA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
PAPUA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
PAPUA SELATAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
PAPUA TENGAH,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
PAPUA PEGUNUNGAN,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
INDONESIA,2025,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
ACEH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SUMATERA UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SUMATERA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
RIAU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
JAMBI,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SUMATERA SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
BENGKULU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
LAMPUNG,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KEP. BANGKA BELITUNG,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KEP. RIAU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
DKI JAKARTA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
JAWA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
JAWA TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
DI YOGYAKARTA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
JAWA TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
BANTEN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
BALI,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
NUSA TENGGARA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
NUSA TENGGARA TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN TIMUR,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SULAWESI UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SULAWESI TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SULAWESI SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SULAWESI TENGGARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
GORONTALO,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SULAWESI BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
MALUKU,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
MALUKU UTARA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA BARAT,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA BARAT DAYA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA SELATAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA TENGAH,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA PEGUNUNGAN,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
INDONESIA,2025,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
ACEH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SUMATERA UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SUMATERA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
RIAU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
JAMBI,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SUMATERA SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
BENGKULU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
LAMPUNG,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KEP. BANGKA BELITUNG,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KEP. RIAU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
DKI JAKARTA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
JAWA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
JAWA TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
DI YOGYAKARTA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
JAWA TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
BANTEN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
BALI,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
NUSA TENGGARA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
NUSA TENGGARA TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN TIMUR,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
KALIMANTAN UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SULAWESI UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SULAWESI TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SULAWESI SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SULAWESI TENGGARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
GORONTALO,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
SULAWESI BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
MALUKU,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
MALUKU UTARA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA BARAT,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA BARAT DAYA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA SELATAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA TENGAH,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
PAPUA PEGUNUNGAN,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
INDONESIA,2024,Inflasi Tahun Kalender (Y-to-D) 38 Provinsi (2022=100),Tahunan,
ACEH,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SUMATERA UTARA,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SUMATERA BARAT,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
RIAU,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
JAMBI,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
SUMATERA SELATAN,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
BENGKULU,2024,Inflasi Tahunan (Y-on-Y) 38 Provinsi (2022=100),Tahunan,
